Rank	Title	Status	Study Results	Conditions	Interventions	Locations	URL
57	Clinical Trial to Evaluate the Efficacy and Safety of Epstein-Barr Virus Induced Natural T Lymphocyte(EBViNT) Cell in Patients With Progressive EBV Positive Extranodal NK/T-cell Lymphoma Where Standard Treatments Have Failed	Recruiting	No Results Available	EBV Associated Extranodal NK/T-cell Lymphoma	Biological: EBViNT Cell	Samsung Medical Center, Seoul, Gangnam-gu, Korea, Republic of|National Cancer Center, Goyang-si, Gyeonggi-do, Korea, Republic of	https://ClinicalTrials.gov/show/NCT03789617
58	Trial of IPGDP Regimen Chemotherapy in Patients With Extranodal Natural Killer/T-Cell Lymphoma, Nasal Type	Recruiting	No Results Available	Extranodal Natural Killer/T-Cell Lymphoma, Nasal Type	Other: chemotherapy followed by radiotherapy|Other: radiotherapy followed by chemotherapy|Drug: IPGDP regimen chemotherapy	Cancer Institute/Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China|People's Hospital of Guangxi, Nanning, China|Fourth Hospital of Hebei Medical University, Shijiazhuang, China|Shanxi Dayi Hospital, Taiyuan, China|Shanxi Province Cancer Hospital, Taiyuan, China	https://ClinicalTrials.gov/show/NCT02560441
59	REACH: Study to Determine the Aetiology of Chlormethine Gel Induced-skin Drug Reaction in Early Stage Mycosis Fungoides Cutaneous T Cell Lymphoma (MF-CTCL)	Not yet recruiting	No Results Available	Early Stage Mycosis Fungoides Cutaneous T Cell Lymphoma (MF-CTCL) (Stage IA-IB)	Drug: chlormethine gel		https://ClinicalTrials.gov/show/NCT04218825
60	Trial of Duvelisib in Combination With Either Romidepsin or Bortezomib in Relapsed/Refractory T-cell Lymphomas	Recruiting	No Results Available	Lymphoma|Relapsed/Refractory T-cell Lymphomas	Drug: Romidepsin|Drug: Bortezomib|Drug: duvelisib	Stanford University Medical Center, Stanford, California, United States|Dana Farber Cancer Institute, Boston, Massachusetts, United States|University of Washington School of Medicine in St. Louis, Saint Louis, Missouri, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|Memoral Sloan Kettering Cancer Center Basking Ridge (Limited protocol activities), Basking Ridge, New Jersey, United States|Memorial Sloan Kettering Monmouth (Limited protocol activities), Middletown, New Jersey, United States|Memorial Sloan Kettering Bergen (Limited Protocol Activities), Montvale, New Jersey, United States|Memorial Sloan Kettering Cancer Center @ Commack (Limitied protocol activities), Commack, New York, United States|Memoral Sloan Kettering Westchester (Limited protocol activities), Harrison, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Memorial Sloan Kettering Nassau (Limited protocol activities), Uniondale, New York, United States	https://ClinicalTrials.gov/show/NCT02783625
61	CAR T-cells Against CD30 (HSP-CAR30) for Relapsed/ Refractory Hodgkin and T-cell Lymphoma.	Recruiting	No Results Available	Hodgkin Lymphoma, Adult|T Cell Lymphoma	Biological: HSP-CAR30	Hospital Santa Creu i Sant Pau, Barcelona, Spain	https://ClinicalTrials.gov/show/NCT04653649
62	Allogeneic Stem Cell Transplantation in Relapsed/Refractory T-, NK/T-cell Lymphomas	Recruiting	No Results Available	T-cell Non-Hodgkin Lymphoma|Lymphoma, Extranodal NK-T-Cell	Drug: Busulfan|Drug: Fludarabine	Dong-A University, Busan, Korea, Republic of|Keimyung University Dongsan Medical Center, Daegu, Korea, Republic of	https://ClinicalTrials.gov/show/NCT02859402
63	Azacitidine Combined With Chidamide in the Treatment of Newly Diagnosed PTCL Unfit for Conventional Chemotherapy	Recruiting	No Results Available	Peripheral T-cell Lymphoma	Drug: Azacitidine|Drug: Chidamide	Shanghai Ruijin Hospital, Shanghai, China	https://ClinicalTrials.gov/show/NCT04480125
64	CPI-613 in Combination With Bendamustine in Patients With Relapsed/Refractory T-Cell Non-Hodgkin Lymphoma	Recruiting	No Results Available	Relapsed T-Cell Lymphoma|Refractory T-Cell Lymphoma|Non Hodgkin Lymphoma	Drug: CPI 613|Drug: Bendamustine	Wake Forest Baptist Comprehensive Cancer Center, Winston-Salem, North Carolina, United States	https://ClinicalTrials.gov/show/NCT04217317
65	Durvalumab in Different Combinations With Pralatrexate, Romidepsin and Oral 5-Azacitidine for Lymphoma	Recruiting	No Results Available	Lymphoma, T-Cell	Drug: Durvalumab|Drug: Pralatrexate|Drug: Romidepsin|Drug: 5-Azacitidine	Center for Lymphoid Malignancies at CUMC, New York, New York, United States|University of Bologna, Bologna, Italy|Samsung Medical Center, Seoul, Korea, Republic of	https://ClinicalTrials.gov/show/NCT03161223
66	Phase II Study to Assess AFM13 in Patients With R/R CD30-positive T-cell Lymphoma or Transformed Mycosis Fungoides	Recruiting	No Results Available	Peripheral T Cell Lymphoma|Transformed Mycosis Fungoides	Drug: AFM13	University of Alabama at Birmingham (O'Neal Comprehensive Cancer Center), Birmingham, Alabama, United States|City of Hope Comprehensive Cancer Center, Duarte, California, United States|University of California Los Angeles (UCLA) Health, Los Angeles, California, United States|Emory University Clinic/Winship Cancer Institute, Atlanta, Georgia, United States|University of Michigan Health   Rogel Cancer Center, Ann Arbor, Michigan, United States|Mayo Clinic, Rochester, Minnesota, United States|Center for Lymphoid Malignancies, New York, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Abramson Cancer Center of the University of Pennsylvania, Philadelphia, Pennsylvania, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, United States|MD Anderson Cancer Center, Houston, Texas, United States|University of Washington Seattle Cancer Care Alliance, Seattle, Washington, United States|Royal Adelaide Hospital, Adelaide, Australia|Flinders Medical Centre, Bedford Park, Australia|Monash Health-Monash Medical Centre, Clayton, Australia|Concord Repatriation General Hospital, Concord, Australia|Gosford Hospital, Gosford, Australia|Linear Clinical Research, Nedlands, Australia|Centre Hospitalier Universitaire (CHU) de Bordeaux, Bordeaux, France|Centre Hospitalier Universitaire de Brest, Brest, France|CHD Vendée, La Roche Sur Yon, France|Institut Gustave Roussy, Villejuif, France|Kliniken Essen Sued - Evangelisches Krankenhaus Essen-Werden gGmbH, Essen, Germany|University Hospital Leipzig, Leipzig, Germany|Universitaetsmedizin Mainz, Mainz, Germany|Rotkreuzklinikum Muenchen, Muenchen, Germany|Ist.Ematologia E Oncologia Medica L.E A.Seragnoli, Bologna, Italy|Azienda Ospedaliera Spedali Civili di Brescia-Universita degli Studi Di Brescia, Brescia, Italy|Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori (IRST) IRCCS, Meldola, Italy|Azienda Ospedaliera Niguarda Ca' Granda, Milano, Italy|Azienda Unita Sanitaria Locale di Ravenna - Ospedale S. Maria delle Croci di Ravenna, Ravenna, Italy|Chonbuk National University Hospital, Jeonju, Korea, Republic of|Seoul National University Bundang Hospital, Seongnam-si, Korea, Republic of|Catholic University of Korea, Seoul St. Mary's Hospital, Seoul, Korea, Republic of|Samsung Medical Center, Seoul, Korea, Republic of|Ulsan University Hospital, Ulsan, Korea, Republic of|Szpitale Pomorskie Sp. z o.o.. Szpital Morski im. PCK, Oddzial Hematologii i Transplantologii Szpiku, Gdynia, Poland|Pratia MCM Krakow, Kraków, Poland|Centrum Onkologii - Instytut im. Marii Sklodowskiej-Curie, Klinika Nowotworow Ukladu Chlonnego, Warsaw, Poland|Instytut Hematologii i Transfuzjologii, Klinika Hematologii, Warsaw, Poland|Republic Hospital n.a. V.A. Baranov, Petrozavodsk, Russian Federation|First State Saint-Petersburg Pavlov Medical University, Saint Petersburg, Russian Federation|Saratov State Medical University, Saratov, Russian Federation|GUZ Leningrad Regional Clinical Hospital, St. Petersburg, Russian Federation|Russian Research Institute of Hematology and Transfusiology of the Federal Biomedical Agency, St. Petersburg, Russian Federation|Regional Clinical Hospital, Tula, Russian Federation|Duran I Reynals Hospital Catalan Institute Of Oncology, Barcelona, Spain|Hospital de la Santa Creu i Sant Pau, Barcelona, Spain|Hospital del Mar, Barcelona, Spain|Hospital Universitari Vall d'Hebron, Barcelona, Spain|Institut Catala d'Oncologia Badalona, Hospital Germans Trias I Pujol, Barcelona, Spain|Institut Catala d' Oncologia Girona, Girona, Spain|Hospital Universitario 12 de Octubre-Centro de Actividades Ambulatorias, Madrid, Spain|Hospital Universitario Fundacion Jimenez Diaz, Madrid, Spain|Hospital Universitario Virgen del Rocio, Sevilla, Spain|Institut Catala d'Oncologia Tarragona, Tarragona, Spain|Ankara University Faculty of Medicine, Department of Internal Diseases, Hematology Division, Ankara, Turkey|Dr. Abdurrahman Yurtaslan Ankara Onkoloji Egitim Arastirma Hastanesi Hematoloji Klinigi Ankara, Ankara, Turkey|Gazi University Faculty of Medicine, Department of Internal Diseases, Ankara, Turkey|Sağlık Bilimleri Üniversitesi Gülhane Eğitim ve Araştırm Hastanesi, Ankara, Turkey|Istanbul Universitesi Istanbul Tip Fakultesi Ic Hastaliklari Anabilim Dali Hematoloji Bilim Dali Fatih, Istanbul, Turkey|Ege University Medical Faculty, İzmir, Turkey|Kocaeli University Faculty of Medicine, Department of Internal Diseases, Hematology Division, İzmit, Turkey|Ondokuz Mayis Universitesi Tip Fakultesi Saglik Uyg. ve Egitim Merkezi, Samsun, Turkey|Tekirdag Namik Kemal Universitesi Saglik Uygulama ve Arastirma Hastanesi, Tekirdag, Turkey|KaradenizTeknik Universitesi Tip Fakultesi Farabi Hastanesi, Trabzon, Turkey	https://ClinicalTrials.gov/show/NCT04101331
67	CTCL Directed Therapy	Recruiting	No Results Available	Lymphoma, T-Cell, Cutaneous	Drug: Doxycycline|Drug: Imiquimod	James J Peters Bronx Veterans Affairs Medical Center, Bronx, New York, United States	https://ClinicalTrials.gov/show/NCT03116659
68	Valemetostat Tosylate (DS-3201b), an Enhancer of Zeste Homolog (EZH) 1/2 Dual Inhibitor, for Relapsed/Refractory Peripheral T-Cell Lymphoma (VALENTINE-PTCL01)	Recruiting	No Results Available	Relapsed/Refractory Peripheral T-Cell Lymphoma|Adult T Cell Leukemia/Lymphoma	Drug: Valemetostat Tosylate	National Cancer Center Hospital East, Kashiwa, Chiba, Japan|National Cancer Center Hospital, Chuo Ku, Tokyo, Japan	https://ClinicalTrials.gov/show/NCT04703192
69	Allogeneic γδ T Cells Immunotherapy in r/r Non-Hodgkin's Lymphoma (NHL) or Peripheral T Cell Lymphomas (PTCL) Patients	Recruiting	No Results Available	Non-Hodgkin's Lymphoma (NHL)|Peripheral T Cell Lymphoma (PTCL)	Biological: Ex-vivo expanded allogeneic γδT cells	Institute of Hematology & Blood Disease Hospital, Tianjin, Tianjin, China	https://ClinicalTrials.gov/show/NCT04696705
70	PD1 Combined With Apatinib in Patients With Relapsed or Refractory NK/T Cell Lymphoma	Not yet recruiting	No Results Available	NK/T-cell Lymphoma	Drug: SHR1210		https://ClinicalTrials.gov/show/NCT03701022
71	A Phase I/II Study of ASTX660 in Patients With Relapsed or Refractory T-cell Lymphoma	Recruiting	No Results Available	Relapsed or Refractory Peripheral T-cell Lymphoma(PTCL),Cutaneous T-cell Lymphoma(CTCL),Adult T-cell Leukemia/Lymphoma(ATLL)	Drug: ASTX660	Yamagata University Hospital, Yamagata, Japan	https://ClinicalTrials.gov/show/NCT04362007
72	Modification of Extracorporeal Photopheresis in Cutaneous T-cell Lymphoma or Chronic Graft-versus-host Disease	Recruiting	No Results Available	Cutaneous T-Cell Lymphoma, Unspecified|Chronic Graft Versus Host Disease in Skin	Drug: ECP with 5-aminolevulinic acid	St Olavs Hospital, Trondheim, Norway	https://ClinicalTrials.gov/show/NCT03109353
73	Efficacy and Safety of Lenalidomide Plus CHOP vs CHOP in Patients With Untreated Peripheral T-Cell Lymphoma	Recruiting	No Results Available	Peripheral T-Cell Lymphoma|Lenalidomide|CHOP	Drug: Lenalidomide|Drug: Cyclophosphamide|Drug: Doxorubicin|Drug: Vincristine|Drug: Prednisone	2nd Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT04922567
74	A Study of Brentuximab Vedotin With Hodgkin Lymphoma (HL) and CD30-expressing Peripheral T-cell Lymphoma (PTCL)	Recruiting	No Results Available	Hodgkin Disease|Peripheral T Cell Lymphoma	Drug: brentuximab vedotin|Drug: bendamustine|Drug: dacarbazine|Drug: nivolumab	University of Alabama at Birmingham, Birmingham, Alabama, United States|University of South Alabama - Mitchell Cancer Institute, Mobile, Alabama, United States|Alaska Urological Institute, Anchorage, Alaska, United States|Banner MD Anderson Cancer Center, Gilbert, Arizona, United States|Arizona Oncology Associates, PC - HOPE, Tucson, Arizona, United States|Arizona Cancer Center / University of Arizona, Tucson, Arizona, United States|Highlands Oncology Group, Springdale, Arkansas, United States|Providence St Joseph Medical Center, Burbank, California, United States|City of Hope National Medical Center, Duarte, California, United States|Wilshire Oncology Medical Group Inc., Pomona, California, United States|Rocky Mountain Cancer Centers - Aurora, Aurora, Colorado, United States|Florida Cancer Affiliates, Trinity, Florida, United States|IACT Health, Columbus, Georgia, United States|Georgia Cancer Specialists / Northside Hospital Cancer Institute, Sandy Springs, Georgia, United States|Rush University Medical Center, Chicago, Illinois, United States|Illinois Cancer Specialists / Advocate Lutheran General Hospital, Niles, Illinois, United States|American Oncology Partners of Maryland, P.A., Bethesda, Maryland, United States|Karmanos Cancer Institute / Wayne State University, Detroit, Michigan, United States|Minnesota Oncology Hematology P.A., Minneapolis, Minnesota, United States|Nebraska Cancer Specialists, Omaha, Nebraska, United States|Comprehensive Cancer Centers of Nevada, Las Vegas, Nevada, United States|Morristown Medical Center/ Carol G. Simon Cancer Center, Morristown, New Jersey, United States|Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey, United States|New York Oncology Hematology, P.C., Albany, New York, United States|Columbia University Medical Center, New York, New York, United States|James P. Wilmot Cancer Center / University of Rochester Medical Center, Rochester, New York, United States|Oncology Hematology Care, Cincinnati, Ohio, United States|James Cancer Hospital / Ohio State University, Columbus, Ohio, United States|Willamette Valley Cancer Institute/Oncology Assc of Oregon, Eugene, Oregon, United States|Northwest Cancer Specialists, P.C., Tigard, Oregon, United States|Prisma Health-Upstate, Greenville, South Carolina, United States|Arlington Cancer Center, Arlington, Texas, United States|Texas Oncology - Bedford, Bedford, Texas, United States|Texas Oncology - Presbyterian Cancer Center Dallas, Dallas, Texas, United States|Texas Oncology - Denton South, Denton, Texas, United States|Texas Oncology - Fort Worth 12th Avenue, Fort Worth, Texas, United States|MD Anderson Cancer Center / University of Texas, Houston, Texas, United States|Houston Methodist Cancer Center, Houston, Texas, United States|Texas Oncology - Longview, Longview, Texas, United States|Texas Oncology - McAllen, McAllen, Texas, United States|Texas Oncology - Seton Williamson, Round Rock, Texas, United States|Virginia Cancer Specialists, PC, Fairfax, Virginia, United States|Virginia Commonwealth University Medical Center, Richmond, Virginia, United States|Oncology and Hematology Assoc of SW VA DBA Blue Ridge Cancer Care, Salem, Virginia, United States|Shenandoah Oncology P.C., Winchester, Virginia, United States|Benaroya Research Institute/Virginia Mason Medical Center, Seattle, Washington, United States|Swedish Cancer Institute, Seattle, Washington, United States|Wenatchee Valley Medical Center, Wenatchee, Washington, United States|Carbone Cancer Center / University of Wisconsin, Madison, Wisconsin, United States|University of Alberta / Cross Cancer Institute, Edmonton, Alberta, Canada|London Health Sciences Centre - Victoria Hospital, London, Ontario, Canada|CIUSSS de L'Est de l'lle de Montreal / installation Hopital Maisonneuve-Rosemont, Montreal, Quebec, Canada|Royal Victoria Hospital, McGill University Health Centre, Montreal, Quebec, Canada	https://ClinicalTrials.gov/show/NCT01716806
75	A Study of Brentuximab Vedotin and CHP in Frontline Treatment of PTCL With Less Than 10% CD30 Expression	Recruiting	No Results Available	Peripheral T-cell Lymphoma	Drug: brentuximab vedotin|Drug: cyclophosphamide|Drug: doxorubicin|Drug: prednisone	University of Alabama at Birmingham, Birmingham, Alabama, United States|Rocky Mountain Cancer Centers - Aurora, Aurora, Colorado, United States|Rocky Mountain Cancer Centers - Aurora, Aurora, Colorado, United States|Illinois Cancer Specialists / Advocate Lutheran General Hospital, Niles, Illinois, United States|Tulane University Hospital and Clinic, New Orleans, Louisiana, United States|Ochsner Medical Center, New Orleans, Louisiana, United States|Cleveland Clinic, The, Cleveland, Ohio, United States|Oncology Hematology Care, Fairfield, Ohio, United States|University of Tennessee, Knoxville, Tennessee, United States|Texas Oncology - Amarillo, Amarillo, Texas, United States|Texas Oncology - Austin Midtown, Austin, Texas, United States|Texas Oncology - Fort Worth 12th Avenue, Fort Worth, Texas, United States|Texas Oncology - Tyler, Longview, Texas, United States|Virginia Commonwealth University Medical Center, Richmond, Virginia, United States|Virginia Oncology Associates - Virginia Beach, Virginia Beach, Virginia, United States	https://ClinicalTrials.gov/show/NCT04569032
